municipality,item_id,axis_name,item_name,scale,max_points,points,status,confidence,source_title,source_url,evidence,note
宮古島市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,宮古島市オープンデータ,https://www.city.miyakojima.lg.jp/soshiki/shityo/kikaku/jyouhou/2023-01_opendata.html,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
宮古島市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,I-1,DX推進方針・推進体制,DX推進計画・方針の策定,体制,6,6,満点,B,南城市DX推進計画,https://www.city.nanjo.okinawa.jp/userfiles/files/dxsuishinkeikaku.pdf,独立した南城市DX推進計画の策定・公表を確認（第1回DR）。第5回DRが現行計画であることを確認,独立したDX推進計画・推進方針を策定・公表しているため満点（6点）
南城市,I-2,DX推進方針・推進体制,計画の現行性,体制,4,4,満点,B,南城市DX推進計画,https://www.city.nanjo.okinawa.jp/userfiles/files/dxsuishinkeikaku.pdf,第5回DRが現行計画であることを確認,調査時点（2026年9月15日）が計画期間内であるため満点（4点）
南城市,I-3,DX推進方針・推進体制,全庁的推進本部の設置,体制,5,2,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で「全庁的・横断的な推進体制あり」と回答（第5回DRが11市すべてで確認）,全庁的・横断的な推進体制の存在は確認できたが、設置要綱等の規程本文は未確認のため半点（2点）
南城市,I-4,DX推進方針・推進体制,ロードマップ・KPI・進捗公表,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,II-1,行政手続DX,電子申請基盤の運用,実装成果,5,5,満点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,汎用的電子申請システムについて「導入済み」と回答（第4回DR・自治体別Excel）,稼働中の電子申請窓口を確認したため満点（5点）
南城市,II-2,行政手続DX,オンライン化対象手続の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,II-3,行政手続DX,書かない窓口・窓口DX,実装成果,5,2.5,部分点,A,マイナンバーカード活用事例一覧（デジタル庁）／令和6年度 自治体DX・情報化推進概要 個別資料（２）自治体フロントヤード改革取組状況等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,マイナンバーカードを活用した窓口サービスを確認（第5回DR）,一部窓口での運用にとどまるため半点（2.5点）
南城市,II-4,行政手続DX,キャッシュレス収納,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,III-1,内部業務DX,電子決裁・文書管理,実装成果,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（行政サービスの向上・高度化（市区町村））,https://www.soumu.go.jp/main_content/001048599.zip,財務会計・文書管理システムに電子決裁機能ありと回答（第4回DR・自治体別Excel）,導入の確認にとどまる。満点条件「全庁導入かつ電子決裁率を公表」は未確認のため半点（2.5点）。総務省調査の「決裁率を把握している」は決裁率の公表とは異なる
南城市,III-2,内部業務DX,RPA・AI-OCR,実装成果,5,2.5,部分点,A,南城市DX推進計画（RPA・AI-OCRシステム構築事業）,https://www.city.nanjo.okinawa.jp/userfiles/files/dxsuishinkeikaku.pdf,RPA・AI-OCRシステム構築事業の実施を確認（第5回DR）。対象業務・効果の公表は未確認,導入の確認にとどまるため半点（2.5点）
南城市,III-3,内部業務DX,生成AIの業務利用,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,III-4,内部業務DX,ノーコード・ローコード／情報共有基盤,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,IV-1,BPR・業務改革,BPR・業務改善の専管組織／推進体制,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,IV-2,BPR・業務改革,BPR実施実績の公表,実装成果,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,V-1,デジタル人材,育成方針・研修体系,体制,5,2.5,部分点,A,令和6年度 自治体DX・情報化推進概要 個別資料（１）自治体DXの推進体制等（市区町村）,https://www.soumu.go.jp/main_content/001048599.zip,総務省2024年度調査で職員のデジタル人材育成（研修）の実施を確認（第5回DRが10市で確認）,研修実施の確認にとどまり、育成方針・計画の策定公表は未確認のため半点（2.5点）
南城市,V-2,デジタル人材,外部専門人材の活用,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,V-3,デジタル人材,デジタル人材の採用・配置,体制,5,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
南城市,VI-1,住民サービス・データ活用,LINE等を活用した行政サービス,実装成果,4,4,満点,A,南城市DX推進計画（LINE）,https://www.city.nanjo.okinawa.jp/userfiles/files/dxsuishinkeikaku.pdf,LINEで粗大ごみ申請・健診予約・災害通報等を提供（第5回DR）,手続・通報等の双方向機能を確認したため満点（4点）。第5回DRの5点候補は配点超過のため採用しない
南城市,VI-2,住民サービス・データ活用,マイナンバーカード活用サービス,実装成果,4,4,満点,A,マイナンバーカード活用事例一覧（デジタル庁）／J-LISコンビニ交付提供市区町村,https://www.lg-waps.go.jp/01-04.html,コンビニ交付に加えマイナンバーカード連携窓口サービスを確認（第5回DR）,コンビニ交付＋独自活用を確認したため満点（4点）
南城市,VI-3,住民サービス・データ活用,オープンデータ,実装成果,4,2,部分点,A,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」,https://www.digital.go.jp/resources/open_data,デジタル庁「地方公共団体オープンデータ取組済自治体一覧」（2026-06-30）に掲載。オープンデータ公開ページ／カタログ掲載を11市すべてで確認（第5回DR）,推奨データセットの公開と更新継続を全市同条件で確認できないため半点（2点）
南城市,VI-4,住民サービス・データ活用,公共施設予約等のオンライン化,実装成果,3,0,未確認,不明,,,,確度A・Bの一次資料根拠を確認できず。非実施を意味しない
